20:C6:EB	Panasoni	Panasonic Corporation AVC Networks Company
20:C7:4F	SensorPu	SensorPush
20:C8:B3	Shenzhen	Shenzhen Bul-Tech Co.,Ltd.
20:C9:D0	Apple	Apple, Inc.
20:CD:39	TexasIns	Texas Instruments
20:CD:6E	RealmeCh	Realme Chongqing Mobile Telecommunications Corp.,Ltd.
20:CE:2A	IEEERegi	IEEE Registration Authority
20:CE:2A:00:00:00/28	Annapurn	Annapurna labs
20:CE:2A:10:00:00/28	Shanghai	Shanghai Digicube Info&Tech Co.,Ltd.
20:CE:2A:20:00:00/28	Jabil
20:CE:2A:30:00:00/28	Cuculus	Cuculus GmbH
20:CE:2A:40:00:00/28	Annapurn	Annapurna labs
20:CE:2A:50:00:00/28	ZaberTec	Zaber Technologies Inc.
20:CE:2A:60:00:00/28	Radarxen	Radarxense BV
20:CE:2A:70:00:00/28	BeijingH	Beijing Huadianzhongxin Tech.Co.,Ltd
20:CE:2A:80:00:00/28	Intellig	Intelligraphics
20:CE:2A:90:00:00/28	RuggedMo	Rugged Monitoring
20:CE:2A:A0:00:00/28	MeshPlus	MeshPlusPlus, Inc.
20:CE:2A:B0:00:00/28	Swarovsk	Swarovski Optik KG
20:CE:2A:C0:00:00/28	AristonT	Ariston Thermo s.p.a.
20:CE:2A:D0:00:00/28	LaudaDrR	Lauda Dr R Wobser Gmbh & Co Kg
20:CE:2A:E0:00:00/28	Funkwerk	Funkwerk Systems GmbH
20:CE:C4	PerasoTe	Peraso Technologies
20:CF:30	ASUSTekC	ASUSTek COMPUTER INC.
20:CF:AE	Cisco	Cisco Systems, Inc
20:D1:60	Private
20:D2:1F	WincalTe	Wincal Technology Corp.
20:D2:5F	SmartCap	SmartCap Technologies
20:D2:76	ItelMobi	Itel Mobile Limited
20:D3:90	SamsungE	Samsung Electronics Co.,Ltd
20:D5:AB	KoreaInf	Korea Infocom Co.,Ltd.
20:D5:BF	SamsungE	Samsung Electronics Co.,Ltd
20:D6:07	Nokia	Nokia Corporation
20:D7:5A	PoshMobi	Posh Mobile Limited
20:D7:78	TexasIns	Texas Instruments
20:D8:0B	JuniperN	Juniper Networks
20:D9:06	Iota	Iota, Inc.
20:DA:22	HuaweiTe	Huawei Technologies Co.,Ltd
20:DB:AB	SamsungE	Samsung Electronics Co., Ltd.
20:DC:93	CheetahH	Cheetah Hi-Tech, Inc.
20:DC:E6	Tp-LinkT	Tp-Link Technologies Co.,Ltd.
20:DC:FD	HuaweiDe	Huawei Device Co., Ltd.
20:DE:88	ICRealti	IC Realtime LLC
20:DF:3F	NanjingS	Nanjing SAC Power Grid Automation Co., Ltd.
20:DF:73	HuaweiTe	Huawei Technologies Co.,Ltd
20:DF:B9	Google	Google, Inc.
20:E0:9C	Nokia
20:E2:A8	Apple	Apple, Inc.
20:E4:07	Spark	Spark srl
20:E5:2A	Netgear
20:E5:64	ARRISGro	ARRIS Group, Inc.
20:E6:DF	eero	eero inc.
20:E7:91	SiemensH	Siemens Healthcare Diagnostics, Inc
20:E7:B6	Universa	Universal Electronics, Inc.
20:E8:74	Apple	Apple, Inc.
20:E8:82	zte	zte corporation
20:EA:C7	Shenzhen	Shenzhen Riopine Electronics Co., Ltd
20:ED:74	Abilitye	Ability enterprise co.,Ltd.
20:EE:28	Apple	Apple, Inc.
20:EE:C6	Elefirst	Elefirst Science & Tech Co., ltd
20:EF:BD	Roku	Roku, Inc
20:F0:02	MTDataDe	MTData Developments Pty. Ltd.
20:F1:7C	HuaweiTe	Huawei Technologies Co.,Ltd
20:F1:9E	ARRISGro	ARRIS Group, Inc.
20:F3:75	ARRISGro	ARRIS Group, Inc.
20:F3:A3	HuaweiTe	Huawei Technologies Co.,Ltd
20:F4:1B	Shenzhen	Shenzhen Bilian electronic CO.,LTD
20:F4:4F	Nokia
20:F4:52	Shanghai	Shanghai IUV Software Development Co. Ltd
20:F4:78	XiaomiCo	Xiaomi Communications Co Ltd
20:F5:10	CodexDig	Codex Digital Limited
20:F5:43	HuiZhouG	Hui Zhou Gaoshengda Technology Co.,LTD
20:F7:7C	vivoMobi	vivo Mobile Communication Co., Ltd.
20:F8:5E	DeltaEle	Delta Electronics
20:FA:BB	Cambridg	Cambridge Executive Limited
20:FA:DB	HuahaoKu	Huahao Kunpeng Technology (chengDu) Co.,Ltd.
20:FD:F1	3ComEuro	3Com Europe Ltd
20:FE:00	AmazonTe	Amazon Technologies Inc.
20:FE:CD	SystemIn	System In Frontier Inc.
20:FE:DB	M2MSolut	M2M Solution S.A.S.
20:FF:36	Iflytek	Iflytek Co.,Ltd.
24:00:BA	HuaweiTe	Huawei Technologies Co.,Ltd
24:00:FA	ChinaMob	China Mobile (Hangzhou) Information Technology Co., Ltd
24:01:6F	HuaweiDe	Huawei Device Co., Ltd.
24:01:C7	Cisco	Cisco Systems, Inc
24:05:0F	MTNElect	MTN Electronic Co. Ltd
24:05:88	Google	Google, Inc.
24:05:F5	Integrat	Integrated Device Technology (Malaysia) Sdn. Bhd.
24:06:AA	Guangdon	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
24:06:F2	SichuanT	Sichuan Tianyi Comheart Telecom Co.,LTD
24:08:5D	Continen	Continental Aftermarket & Services GmbH
24:09:17	DevlinEl	Devlin Electronics Limited
24:09:35	SamsungE	Samsung Electronics Co.,Ltd
24:09:95	HuaweiTe	Huawei Technologies Co.,Ltd
24:0A:11	TCTmobil	TCT mobile ltd
24:0A:63	ARRISGro	ARRIS Group, Inc.
24:0A:64	AzureWav	AzureWave Technology Inc.
24:0A:C4	Espressi	Espressif Inc.
24:0B:0A	PaloAlto	Palo Alto Networks
24:0B:2A	ViettelG	Viettel Group
24:0B:88	TaicangT	Taicang T&W Electronics
24:0B:B1	KOSTALIn	KOSTAL Industrie Elektrik GmbH
24:0D:65	Shenzhen	Shenzhen Vsun Communication Technology Co., Ltd.
24:0D:6C	Smnd
24:0D:C2	TCTmobil	TCT mobile ltd
24:0F:5E	Shenzhen	Shenzhen z-router Technology Co., Ltd
24:0F:9B	Hangzhou	Hangzhou Hikvision Digital Technology Co.,Ltd.
24:10:64	Shenzhen	Shenzhen Ecsino Tecnical Co. Ltd
24:11:25	Hutek	Hutek Co., Ltd.
24:11:45	XiaomiCo	Xiaomi Communications Co Ltd
24:11:48	Entropix	Entropix, LLC
24:11:53	SamsungE	Samsung Electronics Co.,Ltd
24:11:D0	Chongqin	Chongqing Ehs Science and Technology Development Co.,Ltd.
24:12:81	ChinaMob	China Mobile Group Device Co.,Ltd.
24:14:07	XiamenSi	Xiamen Sigmastar Technology Ltd.
24:15:10	IEEERegi	IEEE Registration Authority
24:15:10:00:00:00/28	Safetrus	Safetrust Inc
24:15:10:10:00:00/28	SMaBiT	SMaBiT GmbH
24:15:10:20:00:00/28	NileGlob	Nile Global Inc
24:15:10:30:00:00/28	Kaiyun
24:15:10:40:00:00/28	Annapurn	Annapurna labs
24:15:10:50:00:00/28	GanzhouD	Ganzhou Dehuida Technology Co., Ltd
24:15:10:60:00:00/28	Shandong	Shandong Kehui Power Automation Co. Ltd.
24:15:10:70:00:00/28	SuZhouA-	SuZhou A-rack Information Technology Co.,Ltd
24:15:10:80:00:00/28	Private
24:15:10:90:00:00/28	TopgolfS	Topgolf Sweden AB
24:15:10:A0:00:00/28	Unitronu	Unitronux(Shenzhen) Intelligence Technology Co.,Ltd
24:15:10:B0:00:00/28	Teknic	Teknic, Inc.
24:15:10:C0:00:00/28	Shenzhen	Shenzhen Xtooltech Co., Ltd
24:15:10:D0:00:00/28	HelenTro	Helen of Troy
24:15:10:E0:00:00/28	Satellit	Satellite Link Technology CO.,LTD
24:15:51	HuaweiDe	Huawei Device Co., Ltd.
24:16:1B	Cisco	Cisco Systems, Inc
24:16:6D	HuaweiTe	Huawei Technologies Co.,Ltd
24:16:9D	Cisco	Cisco Systems, Inc
24:18:1D	SamsungE	Samsung Electro-Mechanics(Thailand)
24:18:C0	EWehrle	E. Wehrle GmbH
24:18:C6	HunanFn-	Hunan Fn-Link Technology Limited
24:1A:8C	Squarehe	Squarehead Technology AS
24:1A:E6	HuaweiDe	Huawei Device Co., Ltd.
24:1B:13	Shanghai	Shanghai Nutshell Electronic Co., Ltd.
24:1B:44	Hangzhou	Hangzhou Tuners Electronics Co., Ltd
24:1B:7A	Apple	Apple, Inc.
24:1C:04	Shenzhen	Shenzhen Jehe Technology Development Co., Ltd.
24:1D:48	SichuanT	Sichuan Tianyi Comheart Telecom Co.,LTD
24:1E:EB	Apple	Apple, Inc.
24:1F:2C	Calsys	Calsys, Inc.
24:1F:A0	HuaweiTe	Huawei Technologies Co.,Ltd
24:1F:BD	ExtremeN	Extreme Networks, Inc.
24:20:C7	Sagemcom	Sagemcom Broadband SAS
24:21:24	Nokia
24:21:AB	Sony	Sony Corporation
24:24:0E	Apple	Apple, Inc.
24:26:42	SHARP	SHARP Corporation.
24:26:BA	Shenzhen	Shenzhen Toptel Technology Co., Ltd.
24:26:D6	HuaweiTe	Huawei Technologies Co.,Ltd
24:28:FD	Hangzhou	Hangzhou Hikvision Digital Technology Co.,Ltd.
24:29:34	Google	Google, Inc.
24:29:FE	KYOCERA	KYOCERA Corporation
24:2C:FE	Zhejiang	Zhejiang Tmall Technology Co., Ltd.
24:2E:02	HuaweiTe	Huawei Technologies Co.,Ltd
24:2E:90	PalitMic	Palit Microsystems, Ltd
24:2F:FA	ToshibaG	Toshiba Global Commerce Solutions
24:30:F8	HuaweiDe	Huawei Device Co., Ltd.
24:31:54	HuaweiTe	Huawei Technologies Co.,Ltd
24:31:84	SHARP	SHARP Corporation
24:32:AE	Hangzhou	Hangzhou Hikvision Digital Technology Co.,Ltd.
24:33:6C	Private
24:35:CC	Zhongsha	Zhongshan Scinan Internet of Things Co.,Ltd.
24:36:DA	Cisco	Cisco Systems, Inc
24:37:4C	CiscoSPV	Cisco SPVTG
24:37:EF	EMCElect	EMC Electronic Media Communication SA
24:3A:82	Irts
24:3C:20	Dynamode	Dynamode Group
24:3F:30	OxygenBr	Oxygen Broadband s.a.
24:3F:AA	HuaweiDe	Huawei Device Co., Ltd.
24:40:AE	NIICTech	NIIC Technology Co., Ltd.
24:41:8C	IntelCor	Intel Corporate
24:42:BC	Alinco	Alinco,incorporated
24:43:E2	DASANNet	DASAN Network Solutions
24:44:27	HuaweiTe	Huawei Technologies Co.,Ltd
24:45:6B	HuaweiDe	Huawei Device Co., Ltd.
24:45:97	GEMUEGeb	GEMUE Gebr. Mueller Apparatebau
24:46:C8	Motorola	Motorola Mobility LLC, a Lenovo Company
24:46:E4	HuaweiTe	Huawei Technologies Co.,Ltd
24:47:0E	Pentroni	PentronicAB
24:49:7B	Innovati	Innovative Converged Devices Inc
24:4B:03	SamsungE	Samsung Electronics Co.,Ltd
24:4B:81	SamsungE	Samsung Electronics Co.,Ltd
24:4B:FE	ASUSTekC	ASUSTek COMPUTER INC.
24:4C:07	HuaweiTe	Huawei Technologies Co.,Ltd
24:4C:AB	Espressi	Espressif Inc.
24:4C:E3	AmazonTe	Amazon Technologies Inc.
24:4E:7B	IEEERegi	IEEE Registration Authority
24:4E:7B:00:00:00/28	TekelekE	Tekelek Europe Ltd
24:4E:7B:10:00:00/28	sonoscap	sonoscape
24:4E:7B:20:00:00/28	RccTime	Rcc Time Co.,Limited
24:4E:7B:30:00:00/28	Shenzhen	Shenzhen Ruixunyun Technology Co.,Ltd.
24:4E:7B:40:00:00/28	LeshiInt	Leshi Internet Information & Technology (Beijing) Corp.
24:4E:7B:50:00:00/28	JiangsuX	Jiangsu Xuanbo Electronic Technologies Co.,Ltd
24:4E:7B:60:00:00/28	OwasysAd	Owasys Advanced Wireless Devices
24:4E:7B:70:00:00/28	NanjingW	Nanjing Wanlida Technology Co., Ltd.
24:4E:7B:80:00:00/28	Cyber1st
24:4E:7B:90:00:00/28	UniMATAu	UniMAT Automation Technology Co., Ltd.
24:4E:7B:A0:00:00/28	Shenzhen	Shenzhen AWT science & technology limited
24:4E:7B:B0:00:00/28	MightyAu	Mighty Audio, Inc.
24:4E:7B:C0:00:00/28	Chunghsi	Chunghsin Technology Group Co.,Ltd
24:4E:7B:D0:00:00/28	ChurchDw	Church & Dwight Co., Inc.
24:4E:7B:E0:00:00/28	WithWinT	WithWin Technology ShenZhen CO.,LTD
24:4F:1D	iRule	iRule LLC
24:52:6A	Zhejiang	Zhejiang Dahua Technology Co., Ltd.
24:53:BF	Enernet
24:58:6E	zte	zte corporation
24:58:80	Vizeo
24:59:0B	WhiteSky	White Sky Inc. Limited
24:5A:4C	Ubiquiti	Ubiquiti Networks Inc.
24:5A:B5	SamsungE	Samsung Electronics Co.,Ltd
24:5B:83	RenesasE	Renesas Electronics (Penang) Sdn. Bhd.
24:5B:A7	Apple	Apple, Inc.
24:5B:F0	Liteon	Liteon, Inc.
24:5C:BF	Ncse
24:5C:C5	HuaweiDe	Huawei Device Co., Ltd.
24:5C:CB	AXIeCons	AXIe Consortium, Inc.
24:5D:FC	IEEERegi	IEEE Registration Authority
24:5D:FC:00:00:00/28	CompanyD	CompanyDeep
24:5D:FC:10:00:00/28	ARTICONA	ARTICONA - Bechtle Logistik & Service GmbH
24:5D:FC:20:00:00/28	BlueIris	Blue Iris Labs
24:5D:FC:30:00:00/28	Shenzhen	Shenzhen Hailuck Electronic Technology CO.,LTD
24:5D:FC:40:00:00/28	SuzhouJi	Suzhou Jiangzhi electronic technology co., Ltd
24:5D:FC:50:00:00/28	ContactP	ContactProximity Inc
24:5D:FC:60:00:00/28	Guangzho	Guangzhou Lango Electronics Technology Co.,Ltd.
24:5D:FC:70:00:00/28	Lty	Lty Llc
24:5D:FC:80:00:00/28	Cosmicno	Cosmicnode
24:5D:FC:90:00:00/28	Torgovyy	Torgovyy Dom Tehnologiy Llc
24:5D:FC:A0:00:00/28	TataSky	Tata Sky Limited
24:5D:FC:B0:00:00/28	Only
24:5D:FC:C0:00:00/28	Senix	Senix Corporation
24:5D:FC:D0:00:00/28	HunanHon	Hunan Honestone lntelligence Technology Co.,Ltd
24:5D:FC:E0:00:00/28	Dodge
24:5E:48	Apple	Apple, Inc.
24:5E:BE	QNAP	QNAP Systems, Inc.
24:5F:9F	HuaweiDe	Huawei Device Co., Ltd.
24:5F:DF	Kyocera	Kyocera Corporation
24:60:81	razberit	razberi technologies
24:61:5A	ChinaMob	China Mobile Group Device Co.,Ltd.
24:62:78	sysmocom	sysmocom - systems for mobile communications GmbH
24:62:AB	Espressi	Espressif Inc.
24:62:CE	ArubaaHe	Aruba, a Hewlett Packard Enterprise Company
24:64:9F	HuaweiDe	Huawei Device Co., Ltd.
24:64:EF	CygSunri	Cyg Sunri Co.,Ltd.
24:65:11	AVM	AVM GmbH
24:68:80	Braverid	Braveridge.co.,ltd.
24:68:B0	SamsungE	Samsung Electronics Co.,Ltd
24:69:3E	innodisk	innodisk Corporation
24:69:4A	Jasmine	Jasmine Systems Inc.
24:69:68	Tp-LinkT	Tp-Link Technologies Co.,Ltd.
24:69:8E	Shenzhen	Shenzhen Mercury Communication Technologies Co.,Ltd.
24:69:A5	HuaweiTe	Huawei Technologies Co.,Ltd
24:6A:AB	IT-ISInt	IT-IS International
24:6C:60	HuaweiDe	Huawei Device Co., Ltd.
24:6C:8A	YUKAIEng	YUKAI Engineering
24:6E:96	Dell	Dell Inc.
24:6F:28	Espressi	Espressif Inc.
24:6F:8C	HuaweiDe	Huawei Device Co., Ltd.
24:71:52	Dell	Dell Inc.
24:71:89	TexasIns	Texas Instruments
24:72:60	IOTTECH	IOTTECH Corp
24:74:F7	GoPro
24:75:3A	Guangdon	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
24:76:25	TexasIns	Texas Instruments
24:76:56	Shanghai	Shanghai Net Miles Fiber Optics Technology Co., LTD.
24:76:7D	CiscoSPV	Cisco SPVTG
24:77:03	IntelCor	Intel Corporate
24:79:2A	RuckusWi	Ruckus Wireless
24:79:EF	Greenpac	Greenpacket Berhad, Taiwan
24:79:F3	Guangdon	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
24:79:F8	KUPSONsp	KUPSON spol. s r.o.
24:7C:4C	HermanMi	Herman Miller
24:7D:4D	TexasIns	Texas Instruments
24:7E:12	Cisco	Cisco Systems, Inc
24:7E:51	zte	zte corporation
24:7F:20	Sagemcom	Sagemcom Broadband SAS
24:7F:3C	HuaweiTe	Huawei Technologies Co.,Ltd
24:80:00	Westcont	Westcontrol AS
24:81:3B	Cisco	Cisco Systems, Inc
24:81:AA	KSHInter	KSH International Co., Ltd.
24:81:C7	HuaweiDe	Huawei Device Co., Ltd.
24:82:8A	ProwaveT	Prowave Technologies Ltd.
24:84:98	BeijingJ	Beijing Jiaoda Microunion Tech.Co.,Ltd.
24:86:F4	Ctek	Ctek, Inc.
24:87:07	SEnergy	SEnergy Corporation
24:88:94	shenzhen	shenzhen lensun Communication Technology LTD
24:8A:07	Mellanox	Mellanox Technologies, Inc.
24:8B:E0	SichuanT	Sichuan Tianyi Comheart Telecom Co.,LTD
24:91:BB	HuaweiTe	Huawei Technologies Co.,Ltd
24:92:0E	SamsungE	Samsung Electronics Co.,Ltd
24:93:CA	Voxtroni	Voxtronic Austria
24:94:42	OpenRoad	Open Road Solutions , Inc.
24:94:93	FibRSolG	FibRSol Global Network Limited
24:94:94	HongKong	Hong Kong Bouffalo Lab Limited
24:94:CB	ARRISGro	ARRIS Group, Inc.
24:95:04	Sfr
24:97:45	HuaweiTe	Huawei Technologies Co.,Ltd
24:97:ED	Techvisi	Techvision Intelligent Technology Limited
24:9A:C8	Shenzhen	Shenzhen Skyworth Digital Technology CO., Ltd
24:9A:D8	YealinkX	Yealink(Xiamen) Network Technology Co.,Ltd.
24:9E:AB	HuaweiTe	Huawei Technologies Co.,Ltd
24:9F:89	TexasIns	Texas Instruments
24:A0:74	Apple	Apple, Inc.
24:A1:60	Espressi	Espressif Inc.
24:A2:E1	Apple	Apple, Inc.
24:A4:2C	KOUKAAM	KOUKAAM a.s.
24:A4:3C	Ubiquiti	Ubiquiti Networks Inc.
24:A4:87	HuaweiDe	Huawei Device Co., Ltd.
24:A4:95	ThalesCa	Thales Canada Inc.
24:A5:2C	HuaweiTe	Huawei Technologies Co.,Ltd
24:A5:34	SynTrust	SynTrust Tech International Ltd.
24:A6:5E	zte	zte corporation
24:A6:FA	WeifangG	Weifang Goertek Electronics Co.,Ltd
24:A7:99	HuaweiDe	Huawei Device Co., Ltd.
24:A7:DC	SkyUk	Sky Uk Limited
24:A8:7D	Panasoni	Panasonic Automotive Systems Asia Pacific(Thailand)Co.,Ltd.
24:A9:37	PUREStor	PURE Storage
24:AB:81	Apple	Apple, Inc.
24:AF:4A	Alcatel-	Alcatel-Lucent IPD
24:AF:54	NEXGENMe	NEXGEN Mediatech Inc.
24:B0:A9	Shanghai	Shanghai Mobiletek Communication Ltd.
24:B1:05	PramaHik	Prama Hikvision India Private Limited
24:B2:09	Avaya	Avaya Inc
24:B2:DE	Espressi	Espressif Inc.
24:B6:57	Cisco	Cisco Systems, Inc
24:B6:B8	Friem	Friem Spa
24:B6:FD	Dell	Dell Inc.
24:B7:2A	ChinaDra	China Dragon Technology Limited
24:B7:DA	Fiberhom	Fiberhome Telecommunication Technologies Co.,LTD
24:B8:8C	Crenus	Crenus Co.,Ltd.
24:B8:D2	OpzoonTe	Opzoon Technology Co.,Ltd.
24:BA:13	RisoKaga	Riso Kagaku Corporation
24:BA:30	Technica	Technical Consumer Products, Inc.
24:BB:C1	Absolute	Absolute Analysis
24:BC:82	DaliWire	Dali Wireless, Inc.
24:BC:F8	HuaweiTe	Huawei Technologies Co.,Ltd
24:BE:05	HewlettP	Hewlett Packard
24:BE:18	Dadoutek	Dadoutek Company Limited
24:BF:74	Private
24:C0:B3	Rsf
24:C1:7A	BeijingI	Beijing Iactive Network Co.,Ltd
24:C1:BD	CrrcDali	Crrc Dalian R&D Co.,Ltd.
24:C3:F9	Securita	Securitas Direct AB
24:C4:2F	PhilipsL	Philips Lifeline
24:C4:4A	zte	zte corporation
24:C6:13	SamsungE	Samsung Electronics Co.,Ltd
24:C6:96	SamsungE	Samsung Electronics Co.,Ltd
24:C8:48	mywerkPo	mywerk Portal GmbH
24:C8:6E	ChaneyIn	Chaney Instrument Co.
24:C8:D3	McWaneIn	McWane India Pvt Ltd
24:C9:A1	RuckusWi	Ruckus Wireless
24:C9:DE	Genoray
24:CA:CB	Fiberhom	Fiberhome Telecommunication Technologies Co.,LTD
24:CB:E7	MYK	MYK, Inc.
24:CD:8D	MurataMa	Murata Manufacturing Co., Ltd.
24:CE:33	AmazonTe	Amazon Technologies Inc.
24:CF:21	Shenzhen	Shenzhen State Micro Technology Co., Ltd
24:CF:24	BeijingX	Beijing Xiaomi Mobile Software Co., Ltd
24:D0:DF	Apple	Apple, Inc.
24:D1:3F	Mexus	Mexus Co.,Ltd
24:D2:CC	SmartDri	SmartDrive Systems Inc.
24:D3:F2	zte	zte corporation
24:D5:1C	Zhongtia	Zhongtian broadband technology co., LTD
24:D7:6B	Syntroni	Syntronic AB
24:D7:EB	Espressi	Espressif Inc.
24:D8:1E	MirWifiJ	MirWifi,Joint-Stock Company
24:D9:04	SichuanC	Sichuan Changhong Network Technologies Co., Ltd.
24:D9:21	Avaya	Avaya Inc
24:DA:11	NONDA	NO NDA Inc
24:DA:33	HuaweiTe	Huawei Technologies Co.,Ltd
24:DA:9B	Motorola	Motorola Mobility LLC, a Lenovo Company
24:DA:B6	Sistemas	Sistemas de Gestión Energética S.A. de C.V
24:DB:AC	HuaweiTe	Huawei Technologies Co.,Ltd
24:DB:AD	ShopperT	ShopperTrak RCT Corporation
24:DB:ED	SamsungE	Samsung Electronics Co.,Ltd
24:DC:0F	PhytiumT	Phytium Technology Co.,Ltd.
24:DE:C6	ArubaaHe	Aruba, a Hewlett Packard Enterprise Company
24:DF:6A	HuaweiTe	Huawei Technologies Co.,Ltd
24:DF:A7	Hangzhou	Hangzhou BroadLink Technology Co.,Ltd
24:E1:24	XiamenMi	Xiamen Milesight IoT Co., Ltd.
24:E2:71	QingdaoH	Qingdao Hisense Communications Co.,Ltd.
24:E3:14	Apple	Apple, Inc.
24:E3:DE	ChinaTel	China Telecom Fufu Information Technology Co., Ltd.
24:E4:3F	WenzhouK	Wenzhou Kunmei Communication Technology Co.,Ltd.
24:E4:C8	Fiberhom	Fiberhome Telecommunication Technologies Co.,LTD
24:E5:0F	Google	Google, Inc.
24:E5:AA	PhilipsO	Philips Oral Healthcare, Inc.
24:E6:BA	ZavodimK	JSC Zavod im. Kozitsky
24:E8:53	LGInnote	LG Innotek
24:E9:27	TomTomIn	TomTom International BV
24:E9:B3	Cisco	Cisco Systems, Inc
24:E9:CA	HuaweiDe	Huawei Device Co., Ltd.
24:EA:40	Helmholz	Helmholz GmbH & Co. KG
24:EB:65	SAETIS	SAET I.S. S.r.l.
24:EB:ED	HuaweiTe	Huawei Technologies Co.,Ltd
24:EC:51	ADFTechn	ADF Technologies Sdn Bhd
24:EC:99	AskeyCom	Askey Computer Corp
24:EC:D6	CSGScien	CSG Science & Technology Co.,Ltd.Hefei
24:ED:FD	SiemensC	Siemens Canada Limited
24:EE:3A	ChengduY	Chengdu Yingji Electronic Hi-tech Co Ltd
24:EE:9A	IntelCor	Intel Corporate
24:F0:94	Apple	Apple, Inc.
24:F0:D3	SamsungE	Samsung Electronics Co.,Ltd
24:F0:FF	GHT	GHT Co., Ltd.
24:F1:28	Telstra
24:F1:50	Guangzho	Guangzhou Qi'an Technology Co., Ltd.
24:F2:7F	HewlettP	Hewlett Packard Enterprise
24:F2:DD	RadiantZ	Radiant Zemax LLC
24:F5:7E	Hwh	Hwh Co., Ltd.
24:F5:A2	BelkinIn	Belkin International Inc.
24:F5:AA	SamsungE	Samsung Electronics Co.,Ltd
24:F6:03	HuaweiTe	Huawei Technologies Co.,Ltd
24:F6:77	Apple	Apple, Inc.
24:FA:F3	Shanghai	Shanghai Flexem Technology Co.,Ltd.
24:FB:65	HuaweiTe	Huawei Technologies Co.,Ltd
24:FC:4E	JuniperN	Juniper Networks
24:FC:E5	SamsungE	Samsung Electronics Co.,Ltd
24:FD:0D	Intelbra	Intelbras
24:FD:52	LiteonTe	Liteon Technology Corporation
24:FD:5B	SmartThi	SmartThings, Inc.
28:01:1C	zte	zte corporation
28:02:44	Apple	Apple, Inc.
28:02:45	KonzeSys	Konze System Technology Co.,Ltd.
28:02:D8	SamsungE	Samsung Electronics Co.,Ltd
28:04:C6	WananHon	Wanan Hongsheng Electronic Co.Ltd
28:04:E0	FermaxEl	Fermax Electronica S.A.U.
28:05:2E	Dematic	Dematic Corp
28:06:1E	NingboGl	Ningbo Global Useful Electric Co.,Ltd
28:06:8D	Itl	Itl, Llc
28:07:0D	Guangzho	Guangzhou Winsound Information Technology Co.,Ltd.
28:0A:EE	RenesasE	Renesas Electronics (Penang) Sdn. Bhd.
28:0B:5C	Apple	Apple, Inc.
28:0C:28	UnigenDa	Unigen DataStorage Corporation
28:0C:B8	Mikrosay	Mikrosay Yazilim ve Elektronik A.S.
28:0D:FC	SonyInte	Sony Interactive Entertainment Inc.
28:0E:8B	BeijingS	Beijing Spirit Technology Development Co., Ltd.
28:0F:C5	BeijingL	Beijing Leadsec Technology Co., Ltd.
28:0F:EB	LGInnote	LG Innotek
28:10:1B	MagnaCom
28:10:7B	D-LinkIn	D-Link International
28:11:A5	Bose	Bose Corporation
28:11:A8	IntelCor	Intel Corporate
28:11:EC	HuaweiTe	Huawei Technologies Co.,Ltd
28:12:93	HonorDev	Honor Device Co., Ltd.
28:14:71	Lantis	Lantis co., LTD.
28:16:2E	2Wire	2Wire Inc
28:16:7F	XiaomiCo	Xiaomi Communications Co Ltd
28:16:A8	Microsof	Microsoft Corporation
28:16:AD	IntelCor	Intel Corporate
28:17:09	HuaweiTe	Huawei Technologies Co.,Ltd
28:17:CE	Omnisens	Omnisense Ltd
28:18:78	Microsof	Microsoft Corporation
28:18:FD	AdityaIn	Aditya Infotech Ltd.
28:1B:04	Zalliant	Zalliant LLC
28:1D:21	InOneSma	In One Smart Technology(H,K,)Limited
28:22:46	BeijingS	Beijing Sinoix Communication Co., LTD
28:23:73	Digita
28:23:F5	ChinaMob	China Mobile (Hangzhou) Information Technology Co., Ltd.
28:24:FF	WistronN	Wistron Neweb Corporation
28:25:36	Shenzhen	Shenzhen Holatek Co.,Ltd
28:26:A6	PBRelect	PBR electronics GmbH
28:27:BF	SamsungE	Samsung Electronics Co.,Ltd
28:28:5D	ZyxelCom	Zyxel Communications Corporation
28:29:47	ChipseaT	Chipsea Technologies (Shenzhen) Corp.
28:29:86	APCbySch	APC by Schneider Electric
28:29:CC	CorsaTec	Corsa Technology Incorporated
28:29:D9	GlobalBe	GlobalBeiMing technology (Beijing)Co. Ltd
28:2A:87	ItelMobi	Itel Mobile Limited
28:2B:96	HuaweiDe	Huawei Device Co., Ltd.
28:2B:B9	Shenzhen	Shenzhen Xiongxin Technology Co.,Ltd
28:2C:02	IEEERegi	IEEE Registration Authority
28:2C:02:00:00:00/28	SAKATADE	SAKATA DENKI Co., Ltd.
28:2C:02:10:00:00/28	Astronic	Astronics AES
28:2C:02:20:00:00/28	Shenzhen	Shenzhen emb-star technology co. LTD
28:2C:02:30:00:00/28	DexinDig	Dexin Digital Technology Corp. Ltd.
28:2C:02:40:00:00/28	EfentoTP	Efento T P Szydłowski K Zaręba Spółka Jawna
28:2C:02:50:00:00/28	Microteh	Llc "Microteh"
28:2C:02:60:00:00/28	LookmanE	Lookman Electroplast Industries Ltd
28:2C:02:70:00:00/28	Telecoma	Telecom and Microelectonic Industries
28:2C:02:80:00:00/28	Shenzhen	Shenzhen Neoway Technology Co.,Ltd.
